run_id,stage,condition_id,image_path,hud_path,baseline_path,prompt_id,prompt_sha1,prompt_has_face,prompt_tag,prompt_text,seed,sampler,steps,cfg,width,height,model_hash,operation,block,sub_tensor,dial,param_name,param_value,param_sign,D_target,D_measured,depth_reach,recipe_bytes,suite_git_sha,node_version,gen_seconds,timestamp,preset_file
stage4_preset_20260914_175453,stage4_preset,cea6294de222,renders/F1_preset_pos_seed4242145_00001_.png,None,renders/F1_baseline_seed4242145_00001_.png,F1,7e8536f9bb,True,halforc_red,"Western comics style, bold ink outlines, hatched shadows, hard red-tinted rim light glowing along the edges of her face, ferocious screaming rage, seen from a steep low angle, extreme close-up on the head only, tight framing, dutch angle, sharp perspective. female half-orc, head thrown back with a wild tangle of black hair across her face, thick furrowed eyebrows pressed low in fury, wide crimson eyes wide with screaming rage, mouth stretched open in a full-throated roar baring a single sharp lower tusk, a thick iron ring pierced through the nose bridge, ferociously screaming expression. white background, simple background.",4242145,euler_ancestral,9,1.0,1024,1280,bf16,preset,All,All,Preset,sign,1.0,+,0.053816,0.053816,Default,50026,ff680ad0a33ee142,ff680ad0a33ee142,0.0,,Arthemy_Bench_Base.json
stage4_preset_20260914_175453,stage4_preset,cea6294de222,renders/F1_preset_pos_seed42_00001_.png,None,renders/F1_baseline_seed42_00001_.png,F1,7e8536f9bb,True,halforc_red,"Western comics style, bold ink outlines, hatched shadows, hard red-tinted rim light glowing along the edges of her face, ferocious screaming rage, seen from a steep low angle, extreme close-up on the head only, tight framing, dutch angle, sharp perspective. female half-orc, head thrown back with a wild tangle of black hair across her face, thick furrowed eyebrows pressed low in fury, wide crimson eyes wide with screaming rage, mouth stretched open in a full-throated roar baring a single sharp lower tusk, a thick iron ring pierced through the nose bridge, ferociously screaming expression. white background, simple background.",42,euler_ancestral,9,1.0,1024,1280,bf16,preset,All,All,Preset,sign,1.0,+,0.053816,0.053816,Default,50026,ff680ad0a33ee142,ff680ad0a33ee142,0.0,,Arthemy_Bench_Base.json
stage4_preset_20260914_175453,stage4_preset,cea6294de222,renders/F1_preset_pos_seed1337_00001_.png,None,renders/F1_baseline_seed1337_00001_.png,F1,7e8536f9bb,True,halforc_red,"Western comics style, bold ink outlines, hatched shadows, hard red-tinted rim light glowing along the edges of her face, ferocious screaming rage, seen from a steep low angle, extreme close-up on the head only, tight framing, dutch angle, sharp perspective. female half-orc, head thrown back with a wild tangle of black hair across her face, thick furrowed eyebrows pressed low in fury, wide crimson eyes wide with screaming rage, mouth stretched open in a full-throated roar baring a single sharp lower tusk, a thick iron ring pierced through the nose bridge, ferociously screaming expression. white background, simple background.",1337,euler_ancestral,9,1.0,1024,1280,bf16,preset,All,All,Preset,sign,1.0,+,0.053816,0.053816,Default,50026,ff680ad0a33ee142,ff680ad0a33ee142,0.0,,Arthemy_Bench_Base.json
stage4_preset_20260914_175453,stage4_preset,cea6294de222,renders/F1_preset_pos_seed777_00001_.png,None,renders/F1_baseline_seed777_00001_.png,F1,7e8536f9bb,True,halforc_red,"Western comics style, bold ink outlines, hatched shadows, hard red-tinted rim light glowing along the edges of her face, ferocious screaming rage, seen from a steep low angle, extreme close-up on the head only, tight framing, dutch angle, sharp perspective. female half-orc, head thrown back with a wild tangle of black hair across her face, thick furrowed eyebrows pressed low in fury, wide crimson eyes wide with screaming rage, mouth stretched open in a full-throated roar baring a single sharp lower tusk, a thick iron ring pierced through the nose bridge, ferociously screaming expression. white background, simple background.",777,euler_ancestral,9,1.0,1024,1280,bf16,preset,All,All,Preset,sign,1.0,+,0.053816,0.053816,Default,50026,ff680ad0a33ee142,ff680ad0a33ee142,0.0,,Arthemy_Bench_Base.json
stage4_preset_20260914_175453,stage4_preset,cea6294de222,renders/F1_preset_pos_seed9999_00001_.png,None,renders/F1_baseline_seed9999_00001_.png,F1,7e8536f9bb,True,halforc_red,"Western comics style, bold ink outlines, hatched shadows, hard red-tinted rim light glowing along the edges of her face, ferocious screaming rage, seen from a steep low angle, extreme close-up on the head only, tight framing, dutch angle, sharp perspective. female half-orc, head thrown back with a wild tangle of black hair across her face, thick furrowed eyebrows pressed low in fury, wide crimson eyes wide with screaming rage, mouth stretched open in a full-throated roar baring a single sharp lower tusk, a thick iron ring pierced through the nose bridge, ferociously screaming expression. white background, simple background.",9999,euler_ancestral,9,1.0,1024,1280,bf16,preset,All,All,Preset,sign,1.0,+,0.053816,0.053816,Default,50026,ff680ad0a33ee142,ff680ad0a33ee142,0.0,,Arthemy_Bench_Base.json
stage4_preset_20260914_175453,stage4_preset,eb81c072a25f,renders/F1_preset_neg_seed4242145_00001_.png,None,renders/F1_baseline_seed4242145_00001_.png,F1,7e8536f9bb,True,halforc_red,"Western comics style, bold ink outlines, hatched shadows, hard red-tinted rim light glowing along the edges of her face, ferocious screaming rage, seen from a steep low angle, extreme close-up on the head only, tight framing, dutch angle, sharp perspective. female half-orc, head thrown back with a wild tangle of black hair across her face, thick furrowed eyebrows pressed low in fury, wide crimson eyes wide with screaming rage, mouth stretched open in a full-throated roar baring a single sharp lower tusk, a thick iron ring pierced through the nose bridge, ferociously screaming expression. white background, simple background.",4242145,euler_ancestral,9,1.0,1024,1280,bf16,preset,All,All,Preset,sign,-1.0,-,0.053816,0.053816,Default,49800,ff680ad0a33ee142,ff680ad0a33ee142,0.0,,Arthemy_Bench_NEG.json
stage4_preset_20260914_175453,stage4_preset,eb81c072a25f,renders/F1_preset_neg_seed42_00001_.png,None,renders/F1_baseline_seed42_00001_.png,F1,7e8536f9bb,True,halforc_red,"Western comics style, bold ink outlines, hatched shadows, hard red-tinted rim light glowing along the edges of her face, ferocious screaming rage, seen from a steep low angle, extreme close-up on the head only, tight framing, dutch angle, sharp perspective. female half-orc, head thrown back with a wild tangle of black hair across her face, thick furrowed eyebrows pressed low in fury, wide crimson eyes wide with screaming rage, mouth stretched open in a full-throated roar baring a single sharp lower tusk, a thick iron ring pierced through the nose bridge, ferociously screaming expression. white background, simple background.",42,euler_ancestral,9,1.0,1024,1280,bf16,preset,All,All,Preset,sign,-1.0,-,0.053816,0.053816,Default,49800,ff680ad0a33ee142,ff680ad0a33ee142,0.0,,Arthemy_Bench_NEG.json
stage4_preset_20260914_175453,stage4_preset,eb81c072a25f,renders/F1_preset_neg_seed1337_00001_.png,None,renders/F1_baseline_seed1337_00001_.png,F1,7e8536f9bb,True,halforc_red,"Western comics style, bold ink outlines, hatched shadows, hard red-tinted rim light glowing along the edges of her face, ferocious screaming rage, seen from a steep low angle, extreme close-up on the head only, tight framing, dutch angle, sharp perspective. female half-orc, head thrown back with a wild tangle of black hair across her face, thick furrowed eyebrows pressed low in fury, wide crimson eyes wide with screaming rage, mouth stretched open in a full-throated roar baring a single sharp lower tusk, a thick iron ring pierced through the nose bridge, ferociously screaming expression. white background, simple background.",1337,euler_ancestral,9,1.0,1024,1280,bf16,preset,All,All,Preset,sign,-1.0,-,0.053816,0.053816,Default,49800,ff680ad0a33ee142,ff680ad0a33ee142,0.0,,Arthemy_Bench_NEG.json
stage4_preset_20260914_175453,stage4_preset,eb81c072a25f,renders/F1_preset_neg_seed777_00001_.png,None,renders/F1_baseline_seed777_00001_.png,F1,7e8536f9bb,True,halforc_red,"Western comics style, bold ink outlines, hatched shadows, hard red-tinted rim light glowing along the edges of her face, ferocious screaming rage, seen from a steep low angle, extreme close-up on the head only, tight framing, dutch angle, sharp perspective. female half-orc, head thrown back with a wild tangle of black hair across her face, thick furrowed eyebrows pressed low in fury, wide crimson eyes wide with screaming rage, mouth stretched open in a full-throated roar baring a single sharp lower tusk, a thick iron ring pierced through the nose bridge, ferociously screaming expression. white background, simple background.",777,euler_ancestral,9,1.0,1024,1280,bf16,preset,All,All,Preset,sign,-1.0,-,0.053816,0.053816,Default,49800,ff680ad0a33ee142,ff680ad0a33ee142,0.0,,Arthemy_Bench_NEG.json
stage4_preset_20260914_175453,stage4_preset,eb81c072a25f,renders/F1_preset_neg_seed9999_00001_.png,None,renders/F1_baseline_seed9999_00001_.png,F1,7e8536f9bb,True,halforc_red,"Western comics style, bold ink outlines, hatched shadows, hard red-tinted rim light glowing along the edges of her face, ferocious screaming rage, seen from a steep low angle, extreme close-up on the head only, tight framing, dutch angle, sharp perspective. female half-orc, head thrown back with a wild tangle of black hair across her face, thick furrowed eyebrows pressed low in fury, wide crimson eyes wide with screaming rage, mouth stretched open in a full-throated roar baring a single sharp lower tusk, a thick iron ring pierced through the nose bridge, ferociously screaming expression. white background, simple background.",9999,euler_ancestral,9,1.0,1024,1280,bf16,preset,All,All,Preset,sign,-1.0,-,0.053816,0.053816,Default,49800,ff680ad0a33ee142,ff680ad0a33ee142,0.0,,Arthemy_Bench_NEG.json
